1,1,122.1,334.0,134.71,58.19999999999999,1,1,1.0
1,2,732.6,265.7,71.5,39.60000000000002,1,1,1.0
1,3,207.25,250.1,95.75,42.28,1,1,1.0
2,1,99.46,336.1,135.54000000000002,61.299999999999955,1,1,1.0
2,2,721.03,268.3,71.5,38.599999999999966,1,1,1.0
2,3,207.26,250.22,95.75999999999999,42.150000000000006,1,1,1.0
3,1,74.1,339.6,137.4,61.799999999999955,1,1,1.0
3,2,706.81,270.5,73.49000000000001,38.80000000000001,1,1,1.0
3,3,207.27,250.34,95.75999999999996,42.03,1,1,1.0
4,1,48.3,344.0,141.5,63.39999999999998,1,1,1.0
4,2,693.0,271.3,75.10000000000002,39.620000000000005,1,1,1.0
4,3,207.28,250.46,95.77000000000001,41.91,1,1,1.0
5,1,22.82,347.5,146.88,63.69999999999999,1,1,1.0
5,2,680.42,273.1,73.08000000000004,40.69999999999999,1,1,1.0
5,3,207.29,250.58,95.77000000000001,41.78,1,1,1.0
6,1,0.0,351.8,145.1,63.19999999999999,1,1,1.0
6,2,664.62,274.5,76.58000000000004,41.19999999999999,1,1,1.0
6,3,207.3,250.7,95.77999999999997,41.660000000000025,1,1,1.0
7,1,0.0,355.6,122.3,66.19999999999999,1,1,1.0
7,2,650.36,277.2,77.13999999999999,42.10000000000002,1,1,1.0
7,3,207.31,250.82,95.77999999999997,41.53000000000003,1,1,1.0
8,1,0.0,357.8,98.7,68.30000000000001,1,1,1.0
8,2,636.11,277.7,78.78999999999996,43.0,1,1,1.0
8,3,207.33,250.94,95.78,41.410000000000025,1,1,1.0
9,1,0.0,364.1,75.9,58.0,1,1,1.0
9,2,622.0,280.2,80.70000000000005,43.400000000000034,1,1,1.0
9,3,207.34,251.05,95.78999999999999,41.30000000000001,1,1,1.0
10,1,0.2,368.4,47.5,55.10000000000002,1,1,1.0
10,2,604.79,282.4,82.31000000000006,44.10000000000002,1,1,1.0
10,3,207.35,251.17,95.78999999999999,41.16999999999999,1,1,1.0
11,1,0.2,379.7,25.2,47.69999999999999,1,1,1.0
11,2,590.54,284.1,82.56000000000006,44.099999999999966,1,1,1.0
11,3,207.36,251.29,95.80000000000001,41.04999999999998,1,1,1.0
12,2,574.72,286.6,84.07999999999993,44.0,1,1,1.0
12,3,207.37,251.41,95.80000000000001,40.91999999999999,1,1,1.0
13,2,560.62,288.3,86.58000000000004,42.099999999999966,1,1,1.0
13,3,207.38,251.53,95.81,40.79999999999998,1,1,1.0
14,2,543.41,290.5,87.38999999999999,43.80000000000001,1,1,1.0
14,3,207.39,251.65,95.81,40.67999999999998,1,1,1.0
15,2,527.59,292.72,87.70999999999992,43.799999999999955,1,1,1.0
