1,1,310.8,0.0,399.2,112.2,1,1,1.0
1,2,91.8,0.19,226.89999999999998,61.71,1,1,1.0
1,3,0.16,14.0,17.04,30.1,1,1,1.0
1,4,53.6,61.9,121.6,57.199999999999996,1,1,1.0
2,1,310.6,0.0,399.9,112.2,1,1,1.0
2,2,91.82,0.19,226.88,61.650000000000006,1,1,1.0
2,3,0.16,16.5,9.14,25.700000000000003,1,1,1.0
2,4,36.2,56.0,119.10000000000001,57.7,1,1,1.0
3,1,310.0,0.0,399.15,112.45,1,1,1.0
3,2,91.83,0.19,226.87,61.59,1,1,1.0
3,3,0.16,22.7,3.1399999999999997,16.500000000000004,1,1,1.0
3,4,18.99,52.9,114.31000000000002,54.00000000000001,1,1,1.0
4,1,309.4,0.0,398.4,112.7,1,1,1.0
4,2,91.85,0.19,226.85,61.53,1,1,1.0
4,4,3.5,50.5,110.8,52.5,1,1,1.0
5,1,308.1,0.0,399.69999999999993,112.7,1,1,1.0
5,2,91.86,0.19,226.83999999999997,61.47,1,1,1.0
5,4,0.02,49.3,94.08,49.3,1,1,1.0
6,1,307.87,0.0,399.21000000000004,112.34,1,1,1.0
6,2,91.88,0.19,226.82,61.410000000000004,1,1,1.0
6,4,0.0,45.9,76.9,48.300000000000004,1,1,1.0
7,1,307.63,0.0,398.74,111.98,1,1,1.0
7,2,91.89,0.19,226.81,61.35,1,1,1.0
7,4,0.0,42.1,57.5,48.300000000000004,1,1,1.0
8,1,307.4,0.0,398.25,111.62,1,1,1.0
8,2,91.91,0.19,226.79,61.28,1,1,1.0
8,4,0.18,40.8,43.32,46.60000000000001,1,1,1.0
9,1,307.17,0.0,397.75999999999993,111.26,1,1,1.0
9,2,91.92,0.19,226.77999999999997,61.22,1,1,1.0
9,4,0.18,41.6,27.02,40.4,1,1,1.0
10,1,306.93,0.0,397.29,110.9,1,1,1.0
10,2,91.94,0.19,226.76,61.160000000000004,1,1,1.0
10,4,0.18,49.9,12.92,24.9,1,1,1.0
10,5,916.38,195.82,42.99000000000001,63.379999999999995,1,1,1.0
11,1,306.7,0.0,396.8,111.1,1,1,1.0
11,2,91.95,0.19,226.75,61.1,1,1,1.0
11,5,867.0,182.9,93.0,84.49999999999997,1,1,1.0
12,1,306.7,0.0,396.8,110.7,1,1,1.0
12,2,91.97,0.19,226.73,61.04,1,1,1.0
